step_share,step_over_gap,step_pos,n_steps_big,md5,variant,endpoint,seed,two_sided,foreign,cls,DR_med,M,prompt,grid,sided
0.037351202219724655,0.2642885148525238,0.2222222222222222,23,4ec488a5f1e325b5bdff0324f109b292,07_effect_v3ed81__dai,humanvid_7301433,43,False,True,REAL,0.2194874435663223,0.3037974683544304,effect,v3ed81,one
0.04674080014228821,0.12132472544908524,0.3194444444444444,13,994e773a355cfcfabe11022b897ef942,07_effect_v3ed81__dai,humanvid_7301433,42,False,True,REAL,0.210114985704422,0.2025316455696202,effect,v3ed81,one
0.047485414892435074,0.1296021193265915,0.6111111111111112,21,f9336632adcddeabaec00ed31e4142e6,07_effect_v3ed81__dai,humanvid_7301433,43,False,True,CUT,0.033799223601818,0.1392405063291139,effect,v3ed81,one
0.03486108034849167,1.1186906099319458,0.8333333333333334,29,29c68dfc44efe84e4a5fe726ef5ecd26,07_effect_v3ed81__dai,humanvid_7169950,42,False,True,REAL,0.4394482374191284,0.4936708860759494,effect,v3ed81,one
0.029301844537258148,0.790788471698761,0.8888888888888888,41,90d7b6feec0266b5103e8d5958940d64,07_effect_v3ed81__dai,humanvid_7169950,43,False,True,REAL,0.4287716448307037,0.4177215189873418,effect,v3ed81,one
0.08072824776172638,0.38399404287338257,0.2222222222222222,1,a06f2c89f547de86cd22df620708f1ab,07_effect_v3ed81__dai,humanvid_7169950,42,False,True,REAL,0.2995169460773468,0.1265822784810126,effect,v3ed81,one
0.027229035273194313,0.1908743977546692,0.25,32,a782015ba972ab40ad88ee363cde6a55,07_effect_v3ed81__dai,humanvid_7169950,43,False,True,REAL,0.567429780960083,0.2784810126582278,effect,v3ed81,one
0.03745987266302109,0.17268188297748566,0.3055555555555556,15,d0b18c4a225cde0f970460496c56cf45,07_effect_v3ed81__dai,humanvid_7235992,42,False,True,REAL,0.3707819581031799,0.0886075949367088,effect,v3ed81,one
0.14188624918460846,0.5630940794944763,0.08333333333333333,3,7dc8558075364b29880b1faaf0aa679d,07_effect_v3ed81__dai,humanvid_7235992,43,False,True,REAL,0.1781349331140518,0.3037974683544304,effect,v3ed81,one
0.09461770951747894,0.2709992825984955,0.25,4,3f2fff6a3eb12a85c3333c07ae4d816d,07_effect_v3ed81__dai,humanvid_7235992,42,False,True,REAL,0.2433550059795379,0.050632911392405,effect,v3ed81,one
0.13462141156196594,0.49287641048431396,0.4166666666666667,1,84e84f30e3d9efa18a9acd113ee4ca0d,07_effect_v3ed81__dai,humanvid_7235992,43,False,True,REAL,0.2879057824611664,0.3037974683544304,effect,v3ed81,one
0.03915780037641525,0.22555488348007202,0.9583333333333334,18,f4b3c20446094b0e8306a3e14b013375,07_effect_v3ed81__dai,humanvid_7319993,42,False,True,REAL,0.1292151063680648,0.1265822784810126,effect,v3ed81,one
0.06321749091148376,0.4437578320503235,0.4166666666666667,1,fd14a71ddc631b81476ae165a37987ed,07_effect_v3ed81__dai,humanvid_7319993,43,False,True,REAL,0.1738491058349609,0.1392405063291139,effect,v3ed81,one
0.05028768628835678,0.33147841691970825,0.6944444444444444,20,2e8f76297117cbd7bd2b79ad4fcdff7c,07_effect_v3ed81__dai,humanvid_7319993,42,False,True,REAL,0.2755033075809479,0.0632911392405063,effect,v3ed81,one
0.027111927047371864,0.25765296816825867,0.8472222222222222,37,2d78f530e1cfd7d310a7bdf0500dc363,07_effect_v3ed81__dai,humanvid_7319993,43,False,True,REAL,0.2154259383678436,0.1392405063291139,effect,v3ed81,one
0.02815316990017891,0.11495306342840195,0.25,35,2d297e503a5fb6e7563f64a64ce636a9,07_effect_v3ed81__dai,humanvid_7236896,42,False,True,REAL,0.2901281118392944,0.3291139240506329,effect,v3ed81,one
0.026558205485343933,0.19447694718837738,0.4166666666666667,37,8e29f611aa7d71eb3d6a742df340b274,07_effect_v3ed81__dai,humanvid_7236896,43,False,True,REAL,0.3299196064472198,0.2911392405063291,effect,v3ed81,one
0.05114684998989105,0.15264202654361725,0.7083333333333334,5,eac4fa9ff810fe9807fde80606bea20f,07_effect_v3ed81__dai,humanvid_7236896,42,False,True,REAL,0.2532825171947479,0.4050632911392405,effect,v3ed81,one
